47.558,7.58746,2025-04-14T19:37:35
47.55664,7.58976,2025-04-14T19:38:34
47.55376,7.59213,2025-04-14T19:39:38
47.55276,7.59531,2025-04-14T19:40:35
47.55229,7.59897,2025-04-14T19:41:36
47.55257,7.60469,2025-04-14T19:42:35
47.55166,7.6098,2025-04-14T19:43:36
47.54901,7.60976,2025-04-14T19:44:34
47.54639,7.61078,2025-04-14T19:45:35
47.54384,7.61085,2025-04-14T19:46:36
47.54169,7.61754,2025-04-14T19:47:35
47.53971,7.62349,2025-04-14T19:48:36
47.53856,7.62557,2025-04-14T19:49:35
47.53599,7.62785,2025-04-14T19:50:36
47.53334,7.62981,2025-04-14T19:51:34
47.53106,7.63147,2025-04-14T19:52:35
47.52873,7.62969,2025-04-14T19:53:36
47.52597,7.63442,2025-04-14T19:54:34
47.52327,7.63823,2025-04-14T19:55:35
47.52218,7.64298,2025-04-14T19:56:36
47.5224,7.64734,2025-04-14T19:57:35
47.52461,7.65383,2025-04-14T19:58:36
47.52382,7.66018,2025-04-14T19:59:35
47.52186,7.66592,2025-04-14T20:00:36
47.52096,7.67218,2025-04-14T20:01:35
47.52063,7.6779,2025-04-14T20:02:36
47.51898,7.68308,2025-04-14T20:03:35
47.51852,7.68903,2025-04-14T20:04:36
47.51839,7.69483,2025-04-14T20:05:35
47.51934,7.70131,2025-04-14T20:06:36
47.52084,7.70654,2025-04-14T20:07:34
47.5216,7.7096,2025-04-14T20:08:35
47.51967,7.71281,2025-04-14T20:09:34
47.5164,7.71454,2025-04-14T20:10:35
47.51283,7.71646,2025-04-14T20:11:36
47.50924,7.71722,2025-04-14T20:12:34
47.50589,7.71843,2025-04-14T20:13:35
47.50335,7.71874,2025-04-14T20:14:33
47.49967,7.71886,2025-04-14T20:15:35
47.49611,7.71994,2025-04-14T20:16:33
47.49245,7.72192,2025-04-14T20:17:35
47.49174,7.72514,2025-04-14T20:18:36
47.48849,7.72859,2025-04-14T20:19:33
47.48609,7.73231,2025-04-14T20:20:36
47.48424,7.73492,2025-04-14T20:21:35
47.48365,7.73513,2025-04-14T20:22:36
47.48365,7.73515,2025-04-14T20:23:34
47.48291,7.73646,2025-04-14T20:24:33
47.48081,7.74069,2025-04-14T20:25:34
